93	94
105	104
104	103
103	102
105	112
102	101
101	100
101	86
100	99
99	98
98	97
97	95
96	95
95	170
95	169
196	198
196	195
202	204
202	203
202	70
203	207
207	116
207	206
206	205
204	205
205	118
209	65
209	210
210	211
